date,candidate,venue,win,qual
2026-07-25,Nicolas Dupont-Aignan,polymarket,0.2,
2026-07-25,Sarah Knafo,polymarket,0.9,
2026-07-25,Sébastien Lecornu,polymarket,1.5,
2026-07-26,Marine Le Pen,polymarket,31.4,
2026-07-26,Jordan Bardella,polymarket,3.0,
2026-07-26,Éric Zemmour,polymarket,0.8,
2026-07-26,Édouard Philippe,polymarket,25.5,
2026-07-26,David Lisnard,polymarket,2.1,
2026-07-26,Laurent Wauquiez,polymarket,0.2,
2026-07-26,Gabriel Attal,polymarket,2.9,
2026-07-26,Bruno Retailleau,polymarket,2.7,
2026-07-26,François Hollande,polymarket,2.8,
2026-07-26,Raphaël Glucksmann,polymarket,1.8,
2026-07-26,Jean-Luc Mélenchon,polymarket,12.5,
2026-07-26,Marine Tondelier,polymarket,0.2,
2026-07-26,Fabien Roussel,polymarket,0.1,
2026-07-26,Olivier Faure,polymarket,0.2,
2026-07-26,Dominique de Villepin,polymarket,1.8,
2026-07-26,Nicolas Dupont-Aignan,polymarket,0.2,
2026-07-26,Sarah Knafo,polymarket,0.9,
2026-07-26,Sébastien Lecornu,polymarket,1.5,
2026-07-27,Marine Le Pen,polymarket,31.4,
2026-07-27,Jordan Bardella,polymarket,3.2,
2026-07-27,Éric Zemmour,polymarket,0.8,
2026-07-27,Édouard Philippe,polymarket,25.5,
2026-07-27,David Lisnard,polymarket,2.1,
2026-07-27,Laurent Wauquiez,polymarket,0.2,
2026-07-27,Gabriel Attal,polymarket,3.0,
2026-07-27,Bruno Retailleau,polymarket,2.6,
2026-07-27,François Hollande,polymarket,2.8,
2026-07-27,Raphaël Glucksmann,polymarket,1.8,
2026-07-27,Jean-Luc Mélenchon,polymarket,12.5,
2026-07-27,Marine Tondelier,polymarket,0.2,
2026-07-27,Fabien Roussel,polymarket,0.1,
2026-07-27,Olivier Faure,polymarket,0.2,
2026-07-27,Dominique de Villepin,polymarket,1.8,
2026-07-27,Nicolas Dupont-Aignan,polymarket,0.2,
2026-07-27,Sarah Knafo,polymarket,0.9,
2026-07-27,Sébastien Lecornu,polymarket,1.6,
2026-07-28,Marine Le Pen,polymarket,31.6,
2026-07-28,Jordan Bardella,polymarket,3.4,
2026-07-28,Éric Zemmour,polymarket,0.8,
2026-07-28,Édouard Philippe,polymarket,25.5,
2026-07-28,David Lisnard,polymarket,2.1,
2026-07-28,Laurent Wauquiez,polymarket,0.2,
2026-07-28,Gabriel Attal,polymarket,3.2,
2026-07-28,Bruno Retailleau,polymarket,2.6,
2026-07-28,François Hollande,polymarket,3.4,
2026-07-28,Raphaël Glucksmann,polymarket,1.8,
2026-07-28,Jean-Luc Mélenchon,polymarket,12.5,
2026-07-28,Marine Tondelier,polymarket,0.2,
2026-07-28,Fabien Roussel,polymarket,0.1,
2026-07-28,Olivier Faure,polymarket,0.2,
2026-07-28,Dominique de Villepin,polymarket,1.8,
2026-07-28,Nicolas Dupont-Aignan,polymarket,0.2,
2026-07-28,Sarah Knafo,polymarket,0.9,
2026-07-28,Sébastien Lecornu,polymarket,1.6,
2026-07-29,Édouard Philippe,polymarket,25.5,
2026-07-29,David Lisnard,polymarket,2.0,
2026-07-29,Laurent Wauquiez,polymarket,0.2,
2026-07-29,Gabriel Attal,polymarket,5.0,
2026-07-29,Bruno Retailleau,polymarket,2.6,
2026-07-29,Nicolas Dupont-Aignan,polymarket,0.2,
2026-07-29,Sarah Knafo,polymarket,1.4,
2026-07-30,Marine Le Pen,polymarket,30.9,
2026-07-30,Jordan Bardella,polymarket,3.1,
2026-07-30,Éric Zemmour,polymarket,0.8,
2026-07-30,Édouard Philippe,polymarket,25.5,
2026-07-30,David Lisnard,polymarket,1.9,
2026-07-30,Laurent Wauquiez,polymarket,0.2,
2026-07-30,Gabriel Attal,polymarket,3.9,
2026-07-30,Bruno Retailleau,polymarket,2.8,
2026-07-30,François Hollande,polymarket,2.9,
2026-07-30,Raphaël Glucksmann,polymarket,1.8,
2026-07-30,Jean-Luc Mélenchon,polymarket,12.5,
2026-07-30,Marine Tondelier,polymarket,0.2,
2026-07-30,Fabien Roussel,polymarket,0.1,
2026-07-30,Olivier Faure,polymarket,0.2,
2026-07-30,Dominique de Villepin,polymarket,1.9,
2026-07-30,Nicolas Dupont-Aignan,polymarket,0.2,
2026-07-30,Sarah Knafo,polymarket,1.5,
2026-07-30,Sébastien Lecornu,polymarket,1.1,
2026-07-31,Marine Le Pen,polymarket,29.8,
2026-07-31,Jordan Bardella,polymarket,3.2,
2026-07-31,Éric Zemmour,polymarket,0.8,
2026-07-31,Édouard Philippe,polymarket,25.5,
2026-07-31,David Lisnard,polymarket,1.9,
2026-07-31,Laurent Wauquiez,polymarket,0.2,
2026-07-31,Gabriel Attal,polymarket,3.8,
2026-07-31,Bruno Retailleau,polymarket,2.6,
2026-07-31,François Hollande,polymarket,3.5,
2026-07-31,Raphaël Glucksmann,polymarket,1.8,
2026-07-31,Jean-Luc Mélenchon,polymarket,13.5,
2026-07-31,Marine Tondelier,polymarket,0.2,
2026-07-31,Fabien Roussel,polymarket,0.1,
2026-07-31,Olivier Faure,polymarket,0.2,
2026-07-31,Dominique de Villepin,polymarket,1.9,
2026-07-31,Nicolas Dupont-Aignan,polymarket,0.2,
2026-07-31,Sarah Knafo,polymarket,1.8,
2026-07-31,Sébastien Lecornu,polymarket,1.5,
2026-08-01,Marine Le Pen,polymarket,29.8,
2026-08-01,Jordan Bardella,polymarket,3.2,
2026-08-01,Éric Zemmour,polymarket,0.8,
2026-08-01,Édouard Philippe,polymarket,25.5,
2026-08-01,David Lisnard,polymarket,1.9,
2026-08-01,Laurent Wauquiez,polymarket,0.2,
2026-08-01,Gabriel Attal,polymarket,3.8,
2026-08-01,Bruno Retailleau,polymarket,2.6,
2026-08-01,François Hollande,polymarket,3.5,
2026-08-01,Raphaël Glucksmann,polymarket,1.8,
2026-08-01,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-01,Marine Tondelier,polymarket,0.2,
2026-08-01,Fabien Roussel,polymarket,0.1,
2026-08-01,Olivier Faure,polymarket,0.2,
2026-08-01,Dominique de Villepin,polymarket,1.9,
2026-08-01,Nicolas Dupont-Aignan,polymarket,0.2,
2026-08-01,Sarah Knafo,polymarket,1.8,
2026-08-01,Sébastien Lecornu,polymarket,1.5,
2026-08-02,Marine Le Pen,polymarket,30.0,
2026-08-02,Jordan Bardella,polymarket,3.2,
2026-08-02,Éric Zemmour,polymarket,0.8,
2026-08-02,Édouard Philippe,polymarket,25.5,
2026-08-02,David Lisnard,polymarket,1.9,
2026-08-02,Laurent Wauquiez,polymarket,0.2,
2026-08-02,Gabriel Attal,polymarket,3.9,
2026-08-02,Bruno Retailleau,polymarket,2.5,
2026-08-02,François Hollande,polymarket,3.6,
2026-08-02,Raphaël Glucksmann,polymarket,1.8,
2026-08-02,Jean-Luc Mélenchon,polymarket,13.0,
2026-08-02,Marine Tondelier,polymarket,0.2,
2026-08-02,Fabien Roussel,polymarket,0.1,
2026-08-02,Olivier Faure,polymarket,0.2,
2026-08-02,Dominique de Villepin,polymarket,1.9,
2026-08-02,Nicolas Dupont-Aignan,polymarket,0.2,
2026-08-02,Sarah Knafo,polymarket,1.8,
2026-08-02,Sébastien Lecornu,polymarket,1.5,
2026-08-03,Marine Le Pen,polymarket,30.4,
2026-08-03,Jordan Bardella,polymarket,3.4,
2026-08-03,Éric Zemmour,polymarket,0.8,
2026-08-03,Édouard Philippe,polymarket,25.5,
2026-08-03,David Lisnard,polymarket,2.1,
2026-08-03,Laurent Wauquiez,polymarket,0.2,
2026-08-03,Gabriel Attal,polymarket,4.2,
2026-08-03,Bruno Retailleau,polymarket,2.5,
2026-08-03,François Hollande,polymarket,3.4,
2026-08-03,Raphaël Glucksmann,polymarket,1.7,
2026-08-03,Jean-Luc Mélenchon,polymarket,13.0,
2026-08-03,Marine Tondelier,polymarket,0.2,
2026-08-03,Fabien Roussel,polymarket,0.1,
2026-08-03,Olivier Faure,polymarket,0.2,
2026-08-03,Dominique de Villepin,polymarket,1.9,
2026-08-03,Nicolas Dupont-Aignan,polymarket,0.2,
2026-08-03,Sarah Knafo,polymarket,1.8,
2026-08-03,Sébastien Lecornu,polymarket,1.5,
2026-08-04,Marine Le Pen,polymarket,29.9,
2026-08-04,Jordan Bardella,polymarket,3.2,
2026-08-04,Éric Zemmour,polymarket,0.8,
2026-08-04,Édouard Philippe,polymarket,25.5,
2026-08-04,David Lisnard,polymarket,2.2,
2026-08-04,Laurent Wauquiez,polymarket,0.2,
2026-08-04,Gabriel Attal,polymarket,4.0,
2026-08-04,Bruno Retailleau,polymarket,2.5,
2026-08-04,François Hollande,polymarket,3.5,
2026-08-04,Raphaël Glucksmann,polymarket,1.7,
2026-08-04,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-04,Marine Tondelier,polymarket,0.2,
2026-08-04,Fabien Roussel,polymarket,0.1,
2026-08-04,Olivier Faure,polymarket,0.2,
2026-08-04,Dominique de Villepin,polymarket,1.9,
2026-08-04,Nicolas Dupont-Aignan,polymarket,0.2,
2026-08-04,Sarah Knafo,polymarket,1.8,
2026-08-04,Sébastien Lecornu,polymarket,1.5,
2026-08-05,Marine Le Pen,polymarket,29.8,
2026-08-05,Jordan Bardella,polymarket,3.4,
2026-08-05,Éric Zemmour,polymarket,0.9,
2026-08-05,Édouard Philippe,polymarket,25.5,
2026-08-05,David Lisnard,polymarket,2.2,
2026-08-05,Laurent Wauquiez,polymarket,0.2,
2026-08-05,Gabriel Attal,polymarket,4.0,
2026-08-05,Bruno Retailleau,polymarket,2.5,
2026-08-05,François Hollande,polymarket,3.8,
2026-08-05,Raphaël Glucksmann,polymarket,1.9,
2026-08-05,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-05,Marine Tondelier,polymarket,0.1,
2026-08-05,Fabien Roussel,polymarket,0.1,
2026-08-05,Olivier Faure,polymarket,0.2,
2026-08-05,Dominique de Villepin,polymarket,1.9,
2026-08-05,Nicolas Dupont-Aignan,polymarket,0.2,
2026-08-05,Sarah Knafo,polymarket,1.8,
2026-08-05,Sébastien Lecornu,polymarket,1.5,
2026-08-06,Marine Le Pen,polymarket,29.8,
2026-08-06,Jordan Bardella,polymarket,3.4,
2026-08-06,Éric Zemmour,polymarket,0.9,
2026-08-06,Édouard Philippe,polymarket,25.5,
2026-08-06,David Lisnard,polymarket,2.6,
2026-08-06,Laurent Wauquiez,polymarket,0.2,
2026-08-06,Gabriel Attal,polymarket,3.9,
2026-08-06,Bruno Retailleau,polymarket,2.5,
2026-08-06,François Hollande,polymarket,3.4,
2026-08-06,Raphaël Glucksmann,polymarket,1.9,
2026-08-06,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-06,Marine Tondelier,polymarket,0.1,
2026-08-06,Fabien Roussel,polymarket,0.1,
2026-08-06,Olivier Faure,polymarket,0.2,
2026-08-06,Dominique de Villepin,polymarket,2.8,
2026-08-06,Nicolas Dupont-Aignan,polymarket,0.2,
2026-08-06,Sarah Knafo,polymarket,1.8,
2026-08-06,Sébastien Lecornu,polymarket,1.5,
2026-08-07,Marine Le Pen,polymarket,29.8,
2026-08-07,Jordan Bardella,polymarket,3.5,
2026-08-07,Éric Zemmour,polymarket,0.9,
2026-08-07,Édouard Philippe,polymarket,25.5,
2026-08-07,David Lisnard,polymarket,2.5,
2026-08-07,Laurent Wauquiez,polymarket,0.2,
2026-08-07,Gabriel Attal,polymarket,3.9,
2026-08-07,Bruno Retailleau,polymarket,2.5,
2026-08-07,François Hollande,polymarket,3.0,
2026-08-07,Raphaël Glucksmann,polymarket,1.8,
2026-08-07,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-07,Marine Tondelier,polymarket,0.1,
2026-08-07,Fabien Roussel,polymarket,0.1,
2026-08-07,Olivier Faure,polymarket,0.2,
2026-08-07,Dominique de Villepin,polymarket,2.6,
2026-08-07,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-07,Sarah Knafo,polymarket,1.8,
2026-08-07,Sébastien Lecornu,polymarket,1.5,
2026-08-08,Marine Le Pen,polymarket,29.8,
2026-08-08,Jordan Bardella,polymarket,3.2,
2026-08-08,Éric Zemmour,polymarket,0.9,
2026-08-08,Édouard Philippe,polymarket,25.5,
2026-08-08,David Lisnard,polymarket,2.5,
2026-08-08,Laurent Wauquiez,polymarket,0.2,
2026-08-08,Gabriel Attal,polymarket,4.0,
2026-08-08,Bruno Retailleau,polymarket,2.5,
2026-08-08,François Hollande,polymarket,3.6,
2026-08-08,Raphaël Glucksmann,polymarket,1.8,
2026-08-08,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-08,Marine Tondelier,polymarket,0.1,
2026-08-08,Fabien Roussel,polymarket,0.1,
2026-08-08,Olivier Faure,polymarket,0.2,
2026-08-08,Dominique de Villepin,polymarket,2.5,
2026-08-08,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-08,Sarah Knafo,polymarket,1.8,
2026-08-08,Sébastien Lecornu,polymarket,1.5,
2026-08-09,Marine Le Pen,polymarket,30.2,
2026-08-09,Jordan Bardella,polymarket,3.2,
2026-08-09,Éric Zemmour,polymarket,0.9,
2026-08-09,Édouard Philippe,polymarket,25.5,
2026-08-09,David Lisnard,polymarket,2.5,
2026-08-09,Laurent Wauquiez,polymarket,0.2,
2026-08-09,Gabriel Attal,polymarket,4.0,
2026-08-09,Bruno Retailleau,polymarket,2.5,
2026-08-09,François Hollande,polymarket,3.6,
2026-08-09,Raphaël Glucksmann,polymarket,1.8,
2026-08-09,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-09,Marine Tondelier,polymarket,0.1,
2026-08-09,Fabien Roussel,polymarket,0.1,
2026-08-09,Olivier Faure,polymarket,0.2,
2026-08-09,Dominique de Villepin,polymarket,2.5,
2026-08-09,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-09,Sarah Knafo,polymarket,2.1,
2026-08-09,Sébastien Lecornu,polymarket,1.7,
2026-08-10,Marine Le Pen,polymarket,30.0,
2026-08-10,Jordan Bardella,polymarket,3.1,
2026-08-10,Éric Zemmour,polymarket,0.9,
2026-08-10,Édouard Philippe,polymarket,25.5,
2026-08-10,David Lisnard,polymarket,2.5,
2026-08-10,Laurent Wauquiez,polymarket,0.2,
2026-08-10,Gabriel Attal,polymarket,3.9,
2026-08-10,Bruno Retailleau,polymarket,2.5,
2026-08-10,François Hollande,polymarket,3.8,
2026-08-10,Raphaël Glucksmann,polymarket,1.8,
2026-08-10,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-10,Marine Tondelier,polymarket,0.1,
2026-08-10,Fabien Roussel,polymarket,0.1,
2026-08-10,Olivier Faure,polymarket,0.2,
2026-08-10,Dominique de Villepin,polymarket,2.1,
2026-08-10,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-10,Sarah Knafo,polymarket,2.1,
2026-08-10,Sébastien Lecornu,polymarket,1.7,
2026-08-11,Marine Le Pen,polymarket,31.4,
2026-08-11,Jordan Bardella,polymarket,3.1,
2026-08-11,Éric Zemmour,polymarket,0.9,
2026-08-11,Édouard Philippe,polymarket,25.5,
2026-08-11,David Lisnard,polymarket,2.6,
2026-08-11,Laurent Wauquiez,polymarket,0.2,
2026-08-11,Gabriel Attal,polymarket,3.9,
2026-08-11,Bruno Retailleau,polymarket,2.5,
2026-08-11,François Hollande,polymarket,3.9,
2026-08-11,Raphaël Glucksmann,polymarket,1.7,
2026-08-11,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-11,Marine Tondelier,polymarket,0.1,
2026-08-11,Fabien Roussel,polymarket,0.1,
2026-08-11,Olivier Faure,polymarket,0.2,
2026-08-11,Dominique de Villepin,polymarket,2.1,
2026-08-11,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-11,Sarah Knafo,polymarket,2.1,
2026-08-11,Sébastien Lecornu,polymarket,1.5,
2026-08-12,Marine Le Pen,polymarket,31.1,
2026-08-12,Jordan Bardella,polymarket,3.1,
2026-08-12,Éric Zemmour,polymarket,0.8,
2026-08-12,Édouard Philippe,polymarket,25.5,
2026-08-12,David Lisnard,polymarket,2.8,
2026-08-12,Laurent Wauquiez,polymarket,0.2,
2026-08-12,Gabriel Attal,polymarket,3.8,
2026-08-12,Bruno Retailleau,polymarket,2.1,
2026-08-12,François Hollande,polymarket,3.9,
2026-08-12,Raphaël Glucksmann,polymarket,1.7,
2026-08-12,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-12,Marine Tondelier,polymarket,0.1,
2026-08-12,Fabien Roussel,polymarket,0.1,
2026-08-12,Olivier Faure,polymarket,0.2,
2026-08-12,Dominique de Villepin,polymarket,1.9,
2026-08-12,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-12,Sarah Knafo,polymarket,2.1,
2026-08-12,Sébastien Lecornu,polymarket,1.5,
2026-08-13,Marine Le Pen,polymarket,31.8,
2026-08-13,Jordan Bardella,polymarket,3.1,
2026-08-13,Éric Zemmour,polymarket,0.8,
2026-08-13,Édouard Philippe,polymarket,25.5,
2026-08-13,David Lisnard,polymarket,3.1,
2026-08-13,Laurent Wauquiez,polymarket,0.1,
2026-08-13,Gabriel Attal,polymarket,3.8,
2026-08-13,Bruno Retailleau,polymarket,2.1,
2026-08-13,François Hollande,polymarket,3.2,
2026-08-13,Raphaël Glucksmann,polymarket,1.5,
2026-08-13,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-13,Marine Tondelier,polymarket,0.1,
2026-08-13,Fabien Roussel,polymarket,0.1,
2026-08-13,Olivier Faure,polymarket,0.1,
2026-08-13,Dominique de Villepin,polymarket,1.9,
2026-08-13,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-13,Sarah Knafo,polymarket,2.1,
2026-08-13,Sébastien Lecornu,polymarket,1.5,
2026-08-14,Marine Le Pen,polymarket,31.4,
2026-08-14,Jordan Bardella,polymarket,3.1,
2026-08-14,Éric Zemmour,polymarket,0.8,
2026-08-14,Édouard Philippe,polymarket,25.5,
2026-08-14,David Lisnard,polymarket,3.0,
2026-08-14,Laurent Wauquiez,polymarket,0.1,
2026-08-14,Gabriel Attal,polymarket,3.8,
2026-08-14,Bruno Retailleau,polymarket,1.8,
2026-08-14,François Hollande,polymarket,3.6,
2026-08-14,Raphaël Glucksmann,polymarket,1.5,
2026-08-14,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-14,Marine Tondelier,polymarket,0.1,
2026-08-14,Fabien Roussel,polymarket,0.1,
2026-08-14,Olivier Faure,polymarket,0.1,
2026-08-14,Dominique de Villepin,polymarket,1.9,
2026-08-14,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-14,Sarah Knafo,polymarket,2.1,
2026-08-14,Sébastien Lecornu,polymarket,1.5,
2026-08-15,Marine Le Pen,polymarket,31.8,
2026-08-15,Jordan Bardella,polymarket,3.1,
2026-08-15,Éric Zemmour,polymarket,0.8,
2026-08-15,Édouard Philippe,polymarket,25.5,
2026-08-15,David Lisnard,polymarket,3.0,
2026-08-15,Laurent Wauquiez,polymarket,0.1,
2026-08-15,Gabriel Attal,polymarket,3.8,
2026-08-15,Bruno Retailleau,polymarket,1.8,
2026-08-15,François Hollande,polymarket,3.6,
2026-08-15,Raphaël Glucksmann,polymarket,1.5,
2026-08-15,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-15,Marine Tondelier,polymarket,0.1,
2026-08-15,Fabien Roussel,polymarket,0.1,
2026-08-15,Olivier Faure,polymarket,0.1,
2026-08-15,Dominique de Villepin,polymarket,1.9,
2026-08-15,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-15,Sarah Knafo,polymarket,2.1,
2026-08-15,Sébastien Lecornu,polymarket,1.5,
2026-08-16,Marine Le Pen,polymarket,32.5,
2026-08-16,Jordan Bardella,polymarket,2.9,
2026-08-16,Éric Zemmour,polymarket,0.8,
2026-08-16,Édouard Philippe,polymarket,25.5,
2026-08-16,David Lisnard,polymarket,3.0,
2026-08-16,Laurent Wauquiez,polymarket,0.1,
2026-08-16,Gabriel Attal,polymarket,3.8,
2026-08-16,Bruno Retailleau,polymarket,1.8,
2026-08-16,François Hollande,polymarket,3.6,
2026-08-16,Raphaël Glucksmann,polymarket,1.6,
2026-08-16,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-16,Marine Tondelier,polymarket,0.1,
2026-08-16,Fabien Roussel,polymarket,0.1,
2026-08-16,Olivier Faure,polymarket,0.1,
2026-08-16,Dominique de Villepin,polymarket,1.8,
2026-08-16,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-16,Sarah Knafo,polymarket,2.1,
2026-08-16,Sébastien Lecornu,polymarket,1.5,
2026-08-17,Marine Le Pen,polymarket,32.5,
2026-08-17,Jordan Bardella,polymarket,2.6,
2026-08-17,Éric Zemmour,polymarket,0.8,
2026-08-17,Édouard Philippe,polymarket,25.5,
2026-08-17,David Lisnard,polymarket,2.8,
2026-08-17,Laurent Wauquiez,polymarket,0.1,
2026-08-17,Gabriel Attal,polymarket,3.8,
2026-08-17,Bruno Retailleau,polymarket,1.8,
2026-08-17,François Hollande,polymarket,3.6,
2026-08-17,Raphaël Glucksmann,polymarket,1.6,
2026-08-17,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-17,Marine Tondelier,polymarket,0.1,
2026-08-17,Fabien Roussel,polymarket,0.1,
2026-08-17,Olivier Faure,polymarket,0.1,
2026-08-17,Dominique de Villepin,polymarket,1.8,
2026-08-17,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-17,Sarah Knafo,polymarket,1.8,
2026-08-17,Sébastien Lecornu,polymarket,1.5,
2026-08-18,Marine Le Pen,polymarket,33.4,
2026-08-18,Jordan Bardella,polymarket,2.4,
2026-08-18,Éric Zemmour,polymarket,0.8,
2026-08-18,Édouard Philippe,polymarket,25.5,
2026-08-18,David Lisnard,polymarket,4.0,
2026-08-18,Laurent Wauquiez,polymarket,0.1,
2026-08-18,Gabriel Attal,polymarket,3.8,
2026-08-18,Bruno Retailleau,polymarket,1.8,
2026-08-18,François Hollande,polymarket,3.6,
2026-08-18,Raphaël Glucksmann,polymarket,1.7,
2026-08-18,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-18,Marine Tondelier,polymarket,0.1,
2026-08-18,Fabien Roussel,polymarket,0.1,
2026-08-18,Olivier Faure,polymarket,0.1,
2026-08-18,Dominique de Villepin,polymarket,1.6,
2026-08-18,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-18,Sarah Knafo,polymarket,1.8,
2026-08-18,Sébastien Lecornu,polymarket,1.5,
2026-08-19,Marine Le Pen,polymarket,33.0,
2026-08-19,Jordan Bardella,polymarket,2.4,
2026-08-19,Éric Zemmour,polymarket,0.8,
2026-08-19,Édouard Philippe,polymarket,25.5,
2026-08-19,David Lisnard,polymarket,2.9,
2026-08-19,Laurent Wauquiez,polymarket,0.1,
2026-08-19,Gabriel Attal,polymarket,3.6,
2026-08-19,Bruno Retailleau,polymarket,1.8,
2026-08-19,François Hollande,polymarket,3.5,
2026-08-19,Raphaël Glucksmann,polymarket,1.8,
2026-08-19,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-19,Marine Tondelier,polymarket,0.1,
2026-08-19,Fabien Roussel,polymarket,0.1,
2026-08-19,Olivier Faure,polymarket,0.1,
2026-08-19,Dominique de Villepin,polymarket,1.7,
2026-08-19,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-19,Sarah Knafo,polymarket,1.8,
2026-08-19,Sébastien Lecornu,polymarket,1.1,
2026-08-20,Marine Le Pen,polymarket,33.3,
2026-08-20,Jordan Bardella,polymarket,2.4,
2026-08-20,Éric Zemmour,polymarket,0.8,
2026-08-20,Édouard Philippe,polymarket,25.5,
2026-08-20,David Lisnard,polymarket,3.2,
2026-08-20,Laurent Wauquiez,polymarket,0.1,
2026-08-20,Gabriel Attal,polymarket,3.6,
2026-08-20,Bruno Retailleau,polymarket,1.8,
2026-08-20,François Hollande,polymarket,3.5,
2026-08-20,Raphaël Glucksmann,polymarket,1.9,
2026-08-20,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-20,Marine Tondelier,polymarket,0.1,
2026-08-20,Fabien Roussel,polymarket,0.1,
2026-08-20,Olivier Faure,polymarket,0.1,
2026-08-20,Dominique de Villepin,polymarket,1.8,
2026-08-20,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-20,Sarah Knafo,polymarket,1.8,
2026-08-20,Sébastien Lecornu,polymarket,1.4,
2026-08-21,Marine Le Pen,polymarket,33.1,
2026-08-21,Jordan Bardella,polymarket,2.2,
2026-08-21,Éric Zemmour,polymarket,0.8,
2026-08-21,Édouard Philippe,polymarket,25.5,
2026-08-21,David Lisnard,polymarket,2.5,
2026-08-21,Laurent Wauquiez,polymarket,0.1,
2026-08-21,Gabriel Attal,polymarket,3.0,
2026-08-21,Bruno Retailleau,polymarket,1.9,
2026-08-21,François Hollande,polymarket,3.2,
2026-08-21,Raphaël Glucksmann,polymarket,2.1,
2026-08-21,Jean-Luc Mélenchon,polymarket,13.5,
2026-08-21,Marine Tondelier,polymarket,0.1,
2026-08-21,Fabien Roussel,polymarket,0.1,
2026-08-21,Olivier Faure,polymarket,0.1,
2026-08-21,Dominique de Villepin,polymarket,1.6,
2026-08-21,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-21,Sarah Knafo,polymarket,1.6,
2026-08-21,Sébastien Lecornu,polymarket,2.4,
2026-08-22,Marine Le Pen,polymarket,31.9,
2026-08-22,Jordan Bardella,polymarket,2.1,
2026-08-22,Éric Zemmour,polymarket,0.8,
2026-08-22,Édouard Philippe,polymarket,25.5,
2026-08-22,David Lisnard,polymarket,2.7,
2026-08-22,Laurent Wauquiez,polymarket,0.1,
2026-08-22,Gabriel Attal,polymarket,3.2,
2026-08-22,Bruno Retailleau,polymarket,2.1,
2026-08-22,François Hollande,polymarket,3.2,
2026-08-22,Raphaël Glucksmann,polymarket,2.2,
2026-08-22,Jean-Luc Mélenchon,polymarket,12.5,
2026-08-22,Marine Tondelier,polymarket,0.1,
2026-08-22,Fabien Roussel,polymarket,0.1,
2026-08-22,Olivier Faure,polymarket,0.1,
2026-08-22,Dominique de Villepin,polymarket,1.7,
2026-08-22,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-22,Sarah Knafo,polymarket,1.6,
2026-08-22,Sébastien Lecornu,polymarket,2.0,
2026-08-23,Marine Le Pen,polymarket,31.9,
2026-08-23,Jordan Bardella,polymarket,2.8,
2026-08-23,Éric Zemmour,polymarket,0.8,
2026-08-23,Édouard Philippe,polymarket,25.5,
2026-08-23,David Lisnard,polymarket,2.9,
2026-08-23,Laurent Wauquiez,polymarket,0.1,
2026-08-23,Gabriel Attal,polymarket,3.5,
2026-08-23,Bruno Retailleau,polymarket,2.1,
2026-08-23,François Hollande,polymarket,3.2,
2026-08-23,Raphaël Glucksmann,polymarket,2.4,
2026-08-23,Jean-Luc Mélenchon,polymarket,12.5,
2026-08-23,Marine Tondelier,polymarket,0.1,
2026-08-23,Fabien Roussel,polymarket,0.1,
2026-08-23,Olivier Faure,polymarket,0.1,
2026-08-23,Dominique de Villepin,polymarket,1.7,
2026-08-23,Nicolas Dupont-Aignan,polymarket,0.1,
2026-08-23,Sarah Knafo,polymarket,1.8,
2026-08-23,Sébastien Lecornu,polymarket,1.8,
2026-08-24,Marine Le Pen,polymarket,31.4,
2026-08-24,Jordan Bardella,polymarket,2.5,
2026-08-24,Éric Zemmour,polymarket,0.8,
2026-08-24,Édouard Philippe,polymarket,24.5,
2026-08-24,David Lisnard,polymarket,2.9,
2026-08-24,Laurent Wauquiez,polymarket,0.1,
2026-08-24,Gabriel Attal,polymarket,4.7,
2026-08-24,Bruno Retailleau,polymarket,2.0,
